"","gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000005958.14","ENSMUSG00000005958.14","Ephb3",-0.516125194752146,-3.44856838130065,0.00782637893595008,0.049669824517143,-3.15795344174662,"ENSMUSG00000005958",6289,"protein_coding",13845,2.93262643983595
"ENSMUSG00000029270.10","ENSMUSG00000029270.10","Fam69a",-0.430665992069549,-3.57196102422554,0.00648118662355316,0.044263813488713,-3.15891359274326,"ENSMUSG00000029270",2892,"protein_coding",67266,4.22928852497406
"ENSMUSG00000036371.6","ENSMUSG00000036371.6","Serbp1",-0.269234856466949,-3.80198253414035,0.00458388596216787,0.0363325192264419,-3.16026949914269,"ENSMUSG00000036371",20117,"protein_coding",66870,8.31608583061296
"ENSMUSG00000039037.5","ENSMUSG00000039037.5","St6galnac5",-0.577589359313142,-3.73572966099336,0.00506112729378228,0.0382247448830463,-3.16164545788841,"ENSMUSG00000039037",6002,"protein_coding",26938,6.35888558275247
"ENSMUSG00000021702.7","ENSMUSG00000021702.7","Thbs4",1.16168206829288,3.56059896072217,0.00659419973025188,0.044790255408952,-3.16307284884304,"ENSMUSG00000021702",3289,"protein_coding",21828,4.37667197802117
"ENSMUSG00000027624.17","ENSMUSG00000027624.17","Epb41l1",-0.53900591741573,-3.79790010673002,0.00461186716700234,0.0364228322275593,-3.1641717520976,"ENSMUSG00000027624",11528,"protein_coding",13821,8.23428849961822
"ENSMUSG00000034324.16","ENSMUSG00000034324.16","Tmem132c",-0.69398643600497,-3.48489858321671,0.00740219966524653,0.0480485500788429,-3.16663542377003,"ENSMUSG00000034324",5850,"protein_coding",208213,3.24405285604986
"ENSMUSG00000070866.4","ENSMUSG00000070866.4","Zfp804a",-0.972227981632317,-3.59962977957267,0.00621443974499765,0.0432650028844958,-3.16738014873886,"ENSMUSG00000070866",5245,"protein_coding",241514,4.68782069025333
"ENSMUSG00000033981.14","ENSMUSG00000033981.14","Gria2",-0.371980317933867,-3.81364428735092,0.00450494352650577,0.0358895349563704,-3.16886117456137,"ENSMUSG00000033981",15548,"protein_coding",14800,10.2448048302353
"ENSMUSG00000028961.15","ENSMUSG00000028961.15","Pgd",0.573853733740662,3.56548953559765,0.00654530280537125,0.0445701361041917,-3.17010715552528,"ENSMUSG00000028961",6447,"protein_coding",110208,4.35335372238673
"ENSMUSG00000021748.8","ENSMUSG00000021748.8","Pdhb",-0.340425914003128,-3.7118215903702,0.00524604464826919,0.0390117951316345,-3.17129742865079,"ENSMUSG00000021748",1485,"protein_coding",68263,6.05952167329303
"ENSMUSG00000054814.14","ENSMUSG00000054814.14","Usp46",-0.475419062857754,-3.75845552735558,0.00489174659127388,0.0374954750855411,-3.17135863453196,"ENSMUSG00000054814",7841,"protein_coding",69727,6.90708067125442
"ENSMUSG00000003948.17","ENSMUSG00000003948.17","Mmd",-0.74603219077463,-3.69746884758439,0.00536048178100385,0.039564665311024,-3.17280138698585,"ENSMUSG00000003948",3581,"protein_coding",67468,5.83795086933979
"ENSMUSG00000020941.7","ENSMUSG00000020941.7","Map3k14",0.739325577857905,3.4447136007199,0.00787286238467987,0.0498046863197496,-3.1729593084618,"ENSMUSG00000020941",6550,"protein_coding",53859,3.10319472406858
"ENSMUSG00000003273.14","ENSMUSG00000003273.14","Car11",-0.743111441931638,-3.70229071325215,0.00532174414266908,0.0393892218809741,-3.17366529008612,"ENSMUSG00000003273",1926,"protein_coding",12348,5.85209497695076
"ENSMUSG00000004508.6","ENSMUSG00000004508.6","Gab2",0.356363061021618,3.63528934220703,0.00588763578824014,0.0419142331362993,-3.17393702044061,"ENSMUSG00000004508",6168,"protein_coding",14389,5.10652838493469
"ENSMUSG00000046798.14","ENSMUSG00000046798.14","Cldn12",-0.411527813689686,-3.66978724763979,0.00558871975480326,0.0406663064185915,-3.17418269383829,"ENSMUSG00000046798",4228,"protein_coding",64945,5.48775321402084
"ENSMUSG00000034245.10","ENSMUSG00000034245.10","Hdac11",-0.495381045390732,-3.77916562171474,0.00474261857352357,0.0368565931384352,-3.17426045370362,"ENSMUSG00000034245",3849,"protein_coding",232232,7.61908106583722
"ENSMUSG00000033209.17","ENSMUSG00000033209.17","Ttc28",0.594282368639828,3.60525720007019,0.00616161954720308,0.0430622481485703,-3.17891005286155,"ENSMUSG00000033209",12315,"protein_coding",209683,4.88224555383623
"ENSMUSG00000044629.5","ENSMUSG00000044629.5","Cnrip1",-0.464977157534446,-3.65338323051433,0.00572880442787575,0.0412421680468806,-3.18082264799348,"ENSMUSG00000044629",4003,"protein_coding",380686,5.37513003116136
"ENSMUSG00000030376.8","ENSMUSG00000030376.8","Slc8a2",-0.805051306442766,-3.74413420828535,0.00499777323636822,0.0378930584030081,-3.18087641413973,"ENSMUSG00000030376",5261,"protein_coding",110891,6.7059005598697
"ENSMUSG00000041731.13","ENSMUSG00000041731.13","Pgm5",0.672834493126659,3.50470047588832,0.00718124753602554,0.0471026994989656,-3.18089847332812,"ENSMUSG00000041731",3611,"protein_coding",226041,3.8163733758541
"ENSMUSG00000044447.4","ENSMUSG00000044447.4","Dock5",0.78421136783823,3.58761994925288,0.00632877169357162,0.0436762696859685,-3.18125864909967,"ENSMUSG00000044447",10335,"protein_coding",68813,4.73467567128607
"ENSMUSG00000022836.10","ENSMUSG00000022836.10","Mylk",0.808978092938954,3.54476269575905,0.0067551940701328,0.0454665449136389,-3.181339500344,"ENSMUSG00000022836",10159,"protein_coding",107589,4.17076185005691
"ENSMUSG00000063646.15","ENSMUSG00000063646.15","Jakmip1",-0.500937511690472,-3.72167198136743,0.00516900432484556,0.0387184906495784,-3.18351953469608,"ENSMUSG00000063646",8586,"protein_coding",76071,6.26798359651558
"ENSMUSG00000021140.8","ENSMUSG00000021140.8","Pcnx",-0.361095195276659,-3.76500387026807,0.00484406330293249,0.0373257882265961,-3.18459774978708,"ENSMUSG00000021140",12139,"protein_coding",54604,7.31295654282016
"ENSMUSG00000064329.13","ENSMUSG00000064329.13","Scn1a",-0.775680151042379,-3.75438011573538,0.00492167366505952,0.0376734287062251,-3.18490357842084,"ENSMUSG00000064329",11146,"protein_coding",20265,7.12848715826508
"ENSMUSG00000033720.12","ENSMUSG00000033720.12","Sfxn5",0.613465806552752,3.78158541202921,0.00472551148471743,0.0368180013482006,-3.18524004962537,"ENSMUSG00000033720",9635,"protein_coding",94282,8.00370307449646
"ENSMUSG00000027525.17","ENSMUSG00000027525.17","Phactr3",-0.286026162491809,-3.75065842801851,0.00494917279800701,0.0377974042888323,-3.18599238929303,"ENSMUSG00000027525",6407,"protein_coding",74189,6.90106729578354
"ENSMUSG00000051041.7","ENSMUSG00000051041.7","Olfml1",0.71837814088685,3.52481821004642,0.00696386896782098,0.0462130916329113,-3.18601106938564,"ENSMUSG00000051041",1685,"protein_coding",244198,4.01943736193006
"ENSMUSG00000040105.3","ENSMUSG00000040105.3","Plpp6",-0.644950549411082,-3.62418298203946,0.00598742881145139,0.0423233419293408,-3.18698327776491,"ENSMUSG00000040105",2859,"protein_coding",74411,5.05780719198369
"ENSMUSG00000045871.4","ENSMUSG00000045871.4","Slitrk6",-0.586597175026647,-3.49143082534555,0.0073285317252221,0.047716751020523,-3.18715779995266,"ENSMUSG00000045871",4242,"protein_coding",239250,3.42294497187223
"ENSMUSG00000022523.9","ENSMUSG00000022523.9","Fgf12",-0.528194452260717,-3.76068323905713,0.0048754693794558,0.0374434151272408,-3.18727607911295,"ENSMUSG00000022523",3065,"protein_coding",14167,7.35397925664804
"ENSMUSG00000033186.8","ENSMUSG00000033186.8","Mzt1",-0.324227341319142,-3.70016500401891,0.00533878489961589,0.0394756646989075,-3.18751980646016,"ENSMUSG00000033186",2256,"protein_coding",76789,6.02401004166848
"ENSMUSG00000052155.5","ENSMUSG00000052155.5","Acvr2a",-0.556895953070599,-3.68779013534106,0.00543914169234882,0.0399460685219478,-3.18990238918086,"ENSMUSG00000052155",5686,"protein_coding",11480,5.89221854538125
"ENSMUSG00000027010.16","ENSMUSG00000027010.16","Slc25a12",-0.505492642576066,-3.75465439630257,0.00491965345469845,0.0376728070076084,-3.19149407504846,"ENSMUSG00000027010",7342,"protein_coding",78830,7.1598952072193
"ENSMUSG00000072825.10","ENSMUSG00000072825.10","Cep170b",-0.577672241317362,-3.75686969732894,0.00490336886557872,0.0375602495411488,-3.19158828943406,"ENSMUSG00000072825",6642,"protein_coding",217882,7.26182946404367
"ENSMUSG00000004110.15","ENSMUSG00000004110.15","Cacna1e",-0.428393805240076,-3.79337878732128,0.00464306821803542,0.03653523944989,-3.19284583480588,"ENSMUSG00000004110",25131,"protein_coding",12290,9.32170788929496
"ENSMUSG00000062380.4","ENSMUSG00000062380.4","Tubb3",-0.488956854203695,-3.76959090208369,0.00481095542074954,0.0372134157872151,-3.19289653208156,"ENSMUSG00000062380",1868,"protein_coding",22152,7.74176019486329
"ENSMUSG00000034573.14","ENSMUSG00000034573.14","Ptpn13",0.497810305197297,3.65829571059937,0.00568646816811866,0.0410872478834321,-3.19425453436235,"ENSMUSG00000034573",12102,"protein_coding",19249,5.58194179676832
"ENSMUSG00000060240.12","ENSMUSG00000060240.12","Cend1",-0.699121447308198,-3.74165911653011,0.00501634288496662,0.0379834019278882,-3.19538113044863,"ENSMUSG00000060240",1775,"protein_coding",57754,6.90664963139646
"ENSMUSG00000026032.8","ENSMUSG00000026032.8","Ndufb3",-0.480240913218847,-3.59493430845344,0.00625887826134229,0.0434089404450636,-3.19624646627597,"ENSMUSG00000026032",763,"protein_coding",66495,4.71444582740103
"ENSMUSG00000035248.8","ENSMUSG00000035248.8","Tut7",0.373129981086278,3.71592456754937,0.00521380835590116,0.0388697044096692,-3.19799748343472,"ENSMUSG00000035248",5551,"protein_coding",214290,6.41571992313526
"ENSMUSG00000032702.16","ENSMUSG00000032702.16","Kank1",0.454010737631929,3.60611277223408,0.00615363056158404,0.0430318098172772,-3.19825740673491,"ENSMUSG00000032702",6166,"protein_coding",107351,4.98849573971872
"ENSMUSG00000026839.16","ENSMUSG00000026839.16","Upp2",-0.605778919262394,-3.594738576593,0.00626073795886422,0.0434091272118557,-3.19873143906674,"ENSMUSG00000026839",7053,"protein_coding",76654,4.79469053439158
"ENSMUSG00000046138.14","ENSMUSG00000046138.14","9930021J03Rik",-0.33921973731277,-3.72846765255628,0.00511655414371713,0.0384771526198982,-3.19893230152906,"ENSMUSG00000046138",8134,"protein_coding",240613,6.64253004851264
"ENSMUSG00000030884.12","ENSMUSG00000030884.12","Uqcrc2",-0.351249480686853,-3.75007766008262,0.00495347869590608,0.0377974042888323,-3.2006090908107,"ENSMUSG00000030884",2552,"protein_coding",67003,7.17895929148657
"ENSMUSG00000035441.14","ENSMUSG00000035441.14","Myo1d",0.577314274667561,3.55318180488867,0.00666909432330017,0.0451307140135327,-3.20124956701506,"ENSMUSG00000035441",6465,"protein_coding",338367,4.43143840364177
"ENSMUSG00000019699.16","ENSMUSG00000019699.16","Akt3",-0.385035029834793,-3.76149070051863,0.0048695836908477,0.0374151073633013,-3.20196613342322,"ENSMUSG00000019699",5124,"protein_coding",23797,7.58954624387981
"ENSMUSG00000038024.17","ENSMUSG00000038024.17","Dennd4c",0.442072854131079,3.6646953226521,0.00563181122589382,0.0408700236897711,-3.20223184758383,"ENSMUSG00000038024",8482,"protein_coding",329877,5.74623269422197
"ENSMUSG00000031161.15","ENSMUSG00000031161.15","Hdac6",-0.379518512643669,-3.64173963142624,0.00583048665013006,0.0417045664719574,-3.20333576474511,"ENSMUSG00000031161",5817,"protein_coding",15185,5.38695419099656
"ENSMUSG00000019179.10","ENSMUSG00000019179.10","Mdh2",-0.433217623201764,-3.73572969320425,0.00506112704935019,0.0382247448830463,-3.20346200427842,"ENSMUSG00000019179",3562,"protein_coding",17448,6.85742017779788
"ENSMUSG00000021936.13","ENSMUSG00000021936.13","Mapk8",-0.561652621672734,-3.72447593271574,0.00514729425214634,0.0386047068910976,-3.2076843225919,"ENSMUSG00000021936",9255,"protein_coding",26419,6.70473664247358
"ENSMUSG00000018509.8","ENSMUSG00000018509.8","Cenpv",-0.442805807113656,-3.46955857811322,0.00757827772306972,0.0487460785899987,-3.20805356279701,"ENSMUSG00000018509",1811,"protein_coding",73139,3.45736210558668
"ENSMUSG00000044149.6","ENSMUSG00000044149.6","Nkrf",-0.608493833289067,-3.6219717826993,0.00600750934817342,0.0423953237497144,-3.20814736713372,"ENSMUSG00000044149",3268,"protein_coding",77286,5.21836534345887
"ENSMUSG00000019823.17","ENSMUSG00000019823.17","Mical1",0.587559282190784,3.49365327437084,0.00730364408592365,0.0476023143024496,-3.21118972942062,"ENSMUSG00000019823",6047,"protein_coding",171580,3.80938793155126
"ENSMUSG00000044349.15","ENSMUSG00000044349.15","Snhg11",-0.510365186809009,-3.7830521466238,0.00471517404437349,0.0368091289522037,-3.21183531758773,"ENSMUSG00000044349",8521,"protein_coding",319317,9.70463254602711
"ENSMUSG00000033075.17","ENSMUSG00000033075.17","Senp1",0.394548585348934,3.58366571892987,0.00636689949982337,0.0437461053388259,-3.21514729378831,"ENSMUSG00000033075",11873,"protein_coding",223870,4.82650553696839
"ENSMUSG00000054263.11","ENSMUSG00000054263.11","Lifr",0.373916629514733,3.69687096980832,0.00536530573663962,0.0395689131136169,-3.21570034288313,"ENSMUSG00000054263",10330,"protein_coding",16880,6.33466623912342
"ENSMUSG00000027312.14","ENSMUSG00000027312.14","Atrn",-0.301663782783456,-3.76224081579452,0.00486412275497124,0.0374123957704154,-3.21570982491071,"ENSMUSG00000027312",13208,"protein_coding",11990,8.05940609919558
"ENSMUSG00000001300.16","ENSMUSG00000001300.16","Efnb2",-0.699429689446043,-3.60012927516084,0.00620973209566377,0.0432453703868851,-3.2185141699641,"ENSMUSG00000001300",6855,"protein_coding",13642,4.93379807335946
"ENSMUSG00000029403.14","ENSMUSG00000029403.14","Cdkl2",-0.596792269584891,-3.57366623062723,0.00646440282813981,0.0441961259687829,-3.2216385640418,"ENSMUSG00000029403",6064,"protein_coding",53886,4.70959077425935
"ENSMUSG00000019877.10","ENSMUSG00000019877.10","Serinc1",-0.449785848311681,-3.77537671738428,0.0047695369072386,0.0369654717434379,-3.22164849404277,"ENSMUSG00000019877",5150,"protein_coding",56442,9.45477425508002
"ENSMUSG00000030315.15","ENSMUSG00000030315.15","Vgll4",0.481733384289965,3.58396209266585,0.00636403339505751,0.0437461053388259,-3.22336039332404,"ENSMUSG00000030315",5396,"protein_coding",232334,4.87770392066296
"ENSMUSG00000027333.18","ENSMUSG00000027333.18","Smox",0.369010713574853,3.5912331677425,0.0062941426685247,0.0435832830718782,-3.22601311763802,"ENSMUSG00000027333",3894,"protein_coding",228608,4.96721049855609
"ENSMUSG00000021090.15","ENSMUSG00000021090.15","Lrrc9",0.765227290161065,3.54547176145255,0.00674789767985656,0.0454303458065386,-3.22668576166362,"ENSMUSG00000021090",6847,"protein_coding",78257,4.55338229215088
"ENSMUSG00000042743.13","ENSMUSG00000042743.13","Sgtb",-0.716894441264161,-3.69694903714502,0.00536467559237224,0.0395689131136169,-3.22692165705404,"ENSMUSG00000042743",3072,"protein_coding",218544,6.38326012821221
"ENSMUSG00000028039.11","ENSMUSG00000028039.11","Efna3",-0.638921140323471,-3.54173593870405,0.00678643347890495,0.0455587845085916,-3.22710012642919,"ENSMUSG00000028039",2434,"protein_coding",13638,4.37397525784365
"ENSMUSG00000066595.9","ENSMUSG00000066595.9","Flvcr1",0.609875563481295,3.60112548372893,0.00620035426082607,0.043193586420697,-3.22752999191007,"ENSMUSG00000066595",5177,"protein_coding",226844,5.20340693207847
"ENSMUSG00000019232.14","ENSMUSG00000019232.14","Etnppl",0.447978551186578,3.69212025210169,0.00540380042770621,0.0397728443537046,-3.22846822352397,"ENSMUSG00000019232",8262,"protein_coding",71760,6.43319512168192
"ENSMUSG00000004071.12","ENSMUSG00000004071.12","Cdip1",-0.352485209306953,-3.73778732715565,0.00504553819868174,0.0381678608226691,-3.22849012377783,"ENSMUSG00000004071",5746,"protein_coding",66626,7.35020660795725
"ENSMUSG00000042363.14","ENSMUSG00000042363.14","Lgalsl",-0.390018140542687,-3.68506750875486,0.00546148822555238,0.0400604981796867,-3.23172369181787,"ENSMUSG00000042363",4115,"protein_coding",216551,6.23806932632937
"ENSMUSG00000044033.16","ENSMUSG00000044033.16","Ccdc141",0.41851197909401,3.62162084429376,0.00601070285630319,0.0423953237497144,-3.23192034147782,"ENSMUSG00000044033",11717,"protein_coding",545428,5.40434449630936
"ENSMUSG00000079442.12","ENSMUSG00000079442.12","St6galnac4",0.34713874406784,3.55568792537219,0.00664368899423388,0.0449973616895709,-3.23387301475209,"ENSMUSG00000079442",6482,"protein_coding",20448,4.62687672727315
"ENSMUSG00000070436.12","ENSMUSG00000070436.12","Serpinh1",0.760226011850041,3.5347435073129,0.00685918652913969,0.0458823487562648,-3.23400138045234,"ENSMUSG00000070436",2443,"protein_coding",12406,4.49436621031926
"ENSMUSG00000032252.14","ENSMUSG00000032252.14","Glce",-0.422288756178559,-3.67684052247572,0.00552960517067917,0.0404224377986223,-3.23472632947053,"ENSMUSG00000032252",6828,"protein_coding",93683,6.10636212425314
"ENSMUSG00000039167.11","ENSMUSG00000039167.11","Adgrl4",0.403976363345106,3.56522416419375,0.00654794620507517,0.0445701361041917,-3.23837849042145,"ENSMUSG00000039167",4585,"protein_coding",170757,4.76239027732844
"ENSMUSG00000029361.18","ENSMUSG00000029361.18","Nos1",-0.868463470572709,-3.62853120111311,0.00594814790922211,0.0421171549267341,-3.24232975203137,"ENSMUSG00000029361",11151,"protein_coding",18125,5.52231356863548
"ENSMUSG00000048644.8","ENSMUSG00000048644.8","Ctxn1",-0.746365342124415,-3.60342435096858,0.00617877082812521,0.043100234094145,-3.24271276012946,"ENSMUSG00000048644",1212,"protein_coding",330695,5.17428569432693
"ENSMUSG00000036800.7","ENSMUSG00000036800.7","Fam135b",-0.885693439257014,-3.61682761593194,0.00605450075986738,0.0426154087659611,-3.24300529479015,"ENSMUSG00000036800",4623,"protein_coding",70363,5.39370428323333
"ENSMUSG00000013033.16","ENSMUSG00000013033.16","Adgrl1",-0.387638998696903,-3.75019121953228,0.00495263643745525,0.0377974042888323,-3.24345063870663,"ENSMUSG00000013033",8587,"protein_coding",330814,8.36808702310564
"ENSMUSG00000037887.11","ENSMUSG00000037887.11","Dusp8",-0.456413739270791,-3.67484339079963,0.00554627601316606,0.0404693614823901,-3.2440974186679,"ENSMUSG00000037887",4870,"protein_coding",18218,6.16610106376077
"ENSMUSG00000028557.10","ENSMUSG00000028557.10","Rnf11",-0.488715079547828,-3.72965466838307,0.00510745053011164,0.0384764522282742,-3.24583925702853,"ENSMUSG00000028557",4263,"protein_coding",29864,7.49993903696905
"ENSMUSG00000037351.9","ENSMUSG00000037351.9","Actr1b",-0.394884457937304,-3.72603703466267,0.00513524902622278,0.0385533999501363,-3.24640480053492,"ENSMUSG00000037351",4274,"protein_coding",226977,7.33014033177207
"ENSMUSG00000026509.15","ENSMUSG00000026509.15","Capn2",0.407605792105199,3.6783453979338,0.00551707840834331,0.040355775818904,-3.24655382756281,"ENSMUSG00000026509",6345,"protein_coding",12334,6.30641198090084
"ENSMUSG00000058325.6","ENSMUSG00000058325.6","Dock1",0.656023671988245,3.67878265609001,0.00551344425092172,0.040354118381669,-3.24656917567017,"ENSMUSG00000058325",9330,"protein_coding",330662,6.34747956084922
"ENSMUSG00000026944.18","ENSMUSG00000026944.18","Abca2",0.33651666295528,3.74764822930447,0.00497153393959848,0.0378498172161331,-3.24664511641717,"ENSMUSG00000026944",8346,"protein_coding",11305,8.36804797865097
"ENSMUSG00000026080.13","ENSMUSG00000026080.13","Chst10",-0.408827089158284,-3.67078133519523,0.00558034784355163,0.0406279677565067,-3.24778404849439,"ENSMUSG00000026080",11964,"protein_coding",98388,6.18083256625156
